見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
要約筆記者養成講座（手書きコース）,要約筆記を行うため知識・技術を習得,,,7月13日～平成30年2月1日の木曜全18回,和歌山ビッグ愛（和歌山市）,要約筆記の学習が初めての方,20人（抽選）,"3,400円（テキスト代）",,,郵送、電話、FAX、Eメールで住所、氏名、年齢、性別、電話（FAX）番号を6月25日までに県聴覚障害者情報センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛6階電話073-421-6311 　ファックス073-421-6411,,,,http://wakayama-tyoukaku.la.coocan.jp/,,w-mikan@nifty.com,
はじめての男女共同参画エキスパンダー養成講座（実践編）,,テーマ：未来のトビラの向こうへ！新しい一歩を踏み出すとき ,,(1)7月15・22日、8月5日いずれも土曜10:30?15:30(2)7月16・23日、8月6日いずれも日曜10:00?15:00 ,（１）御坊市中央公民館（２）東牟婁振興局（新宮市）,,各30人（先着順）,,,,電話、FAX、Eメール、インターネット、来所で住所、氏名、電話番号を（一時保育希望者は7月5日までに）“りぃぶる” 〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247,,,,http://www.pref.wakayama.lg.jp/prefg/031501/index.html,,libre@sirius.ocn.ne.jp,
潜在保育士再就職支援研修会,,,,(1)6月19・20日 (2)6月21・22日いずれも10:00?15:30,(1)和歌山ビッグ愛（和歌山市）(2)田辺市民総合センター,,各20（先着順）,,,,郵送、電話、FAXで所定の申込書（申込先、WEBサイトで配布）を6月12日までに県福祉人材センター 〒640-8545和歌山市手平2-1-2和歌山ビッグ愛7階電話073-435-5211　ファクス073-435-5209,,,,http://wakayamakenshakyo.or.jp/~jinzai/,,,
わかやまテレワークフェア　フォローアップ研修,,インターネットを使った仕事の受注方法や収入を得る方法を学ぶ,,：(1)7月4日（火）(2)7月5日（水）12:30?15:00,(1)情報交流センターBig・U（田辺市）(2)プラザホープ（和歌山市）,在宅就労希望の方,各50人（先着順）,,,,インターネットで住所、氏名、電話番号、一時保育希望の有無など6月30日までに県庁労働政策課,,,,http://www.pref.wakayama.lg.jp/prefg/060600/telework.html,,,
わかやまおもてなし研修,,,,(1)7月18日（火） 2)7月19日（水）いずれも13:30?16:00,(1)紀南文化会館（田辺市）（２）県民文化会館（和歌山市）,わかやまおもてなし宣言に登録・予定の方,わかやまおもてなし宣言に登録・予定の方,,,,FAXで所定の申込書（申込先で配布）を7月7日までに県庁観光振興課ファックス073-432-8313,,,,,,,
県認定リサイクル製品募集,,廃棄物の減量化・リサイクルの推進に役立つ製品を県が認定,,,,,,,,,持参（再申請は郵送可）で所定の申請書（ＷＥＢサイトで配布）と必要書類を7月31日までに県庁循環型社会推進課,,,,http://www.pref.wakayama.lg.jp/prefg/031800/nintei/nintei_top.html,,,
戦没者慰霊巡拝参加者,対象地域：旧ソ連、中国、硫黄島、東部ニューギニア、インドネシア、トラック諸島、フィリピン、マーシャル・ギルバート諸島,,,8月～平成30年3月の間,,対象地域で戦没された方の遺族（3親等以内）,,,,県庁福祉保健総務課※実施・申込時期は地域により異なるので申込方法など詳しくは要問合せ,,,,,,,,
創業・第二創業をめざす方へ,,創業セミナー,創業支援の専門家による講演やパネルディスカッション、交流会など,6月18日（日）13:30?15:40（交流会は16:30まで）,情報交流センターBig・U（田辺市）,これから創業される方や創業して間もない方,50人（先着順）,,,,FAX、Eメールで所定の申込書（申込先、ＷＥＢサイトで配布）を県庁企業振興課ファックス073-424-1199,,,,http://www.pref.wakayama.lg.jp/prefg/061000/homepage/wakayamadesougyo.html,,e0610001@pref.wakayama.lg.jp,
創業・第二創業をめざす方へ,,スタートアップ創出支援チームが支援します。,投資会社などの支援チームによる事業提携・出資など全国展開のための支援を希望する創業者などを募集,,,県内で創業・第二創業をめざす方（選考）,,,,,郵送、FAX、Eメールで所定の申込書（申込先、ＷＥＢサイトで配布）を6月30日までに県庁産業技術政策課 ファックス073-432-0180,,,,http://www.pref.wakayama.lg.jp/prefg/063100/,,e0631001@pref.wakayama.lg.jp,
県営住宅委託管理人,委託期間：8月1日～平成30年3月31日委託料：月額17万5千円,,,,,県営住宅使用料の収納業務などに従事できる方（個人に限る）（選考）,西牟婁振興局管内1人,,,,郵送、持参で所定の申込書（問合先で配布）を6月26日までに西牟婁振興局建設部建築課電話0739-26-7922,,,,http://www.pref.wakayama.lg.jp/prefg/130600/kensetu/kensetsubutop.html,,,
職業訓練受講生,就職に有利な専門知識や技能を修得,科目：(1)パソコン・総務経理事務科(2)(5)パソコン基礎科(3)ＣＡＤ・ＮＣ技術科(4)介護初級科(6)パソコン・総務経理実習科,,7月より随時開始,（1)～(3)和歌山市(4)有田市(5)(6)田辺市,,(1)(3)(5)各15人(2)20人(4)12人(6)10人（選考）,"5,000?16,000円（テキスト代など）",,,：(6)6月15日(1)(2)(4)21日(5)23日(3)7月7日までにハローワーク,,,,：(6)6月15日(1)(2)(4)21日(5)23日(3)7月7日までにハローワーク,,,
介護未経験の中高年齢者等研修会（上期）,,,,(1)7月11?13日(2)7月25?27日 (3)8月9?11日(4)9月5?7日(5)9月18?20日,(1) 和歌山市民会館(2)海南市民交流センター(3)情報交流センターBig・U（田辺市）(4)佐野会館（新宮市）(5)桃山保健福祉センター（紀の川市）,県内の介護職場への就職希望の方,各20人（先着順）,,,,FAXで所定の申込書（申込先で配布）を県介護普及センター電話0739-22-6589　ファックス0739‐22‐6569,,,,,,,
高校生等奨学給付金制度,授業料以外の教育費を軽減するため奨学給付金を給付,,,,,平成29年7月1日に以下の点にすべて該当している世帯(1)保護者などが生活保護を受給、または市町村民税所得割額が非課税(2)保護者などが県内に住所を有している(3)生徒が就学支援金または学び直し支援金支給の有資格者,,,7月31日までに在学校を通じ、県教育庁生涯学習課（公立）、県庁文化学術課（私立）へ申請（県外学校在学生は県直接申請）,県教育庁生涯学習課（公立）県庁文化学術課（私立・県外校）,,,,,http://www.pref.wakayama.lg.jp/prefg/022100/gakkou/kyuhukin.html,,,
大学生等進学給付金制度,平成30年度入学予定者の給付希望者を募集,保護者（親権者）の市町村民税所得割額が非課税、県内へのUターン志望者であるなど※詳しくは要問合せ,給付金額：60万円/年（4年間総額240万円）,,,,40人（選考）,,所定の申込書（申込先で配布）で7月31日までに在学校,県教育庁生涯学習課,,,,,http://www.pref.wakayama.lg.jp/prefg/500600/0syogai_top.html,,,
BCP（事業継続計画）ワークショップ,災害時の備えとして模擬訓練やBCPの策定手法を学ぶ,,,(1)7月18日（火）(2)7月21日（金）13:30?17:15,(1)東京海上日動火災保険（株）和歌山支店ビル（和歌山市）(2)東京海上日動火災保険（株）田辺ビル（田辺市）,県内の中小企業者など,各20人（先着順）,,FAXで所定の申込書（申込先で配布）を6月30日までに東京海上日動火災保険（株）和歌山支店電話073-431-1109　ファックス073-431-1371,申込先、県庁商工振興課,,,,,http://www.pref.wakayama.lg.jp/prefg/060300/bcp1.html,,,
ヤフー！官公庁オークションで 県有地を売却します,ヤフーのＷＥＢサイトから参加仮申込をしてください。,,入札参加仮申込期間：5月29日13:00?6月15日14:00入札期間：6月29日13:00?7月6日13:00　※締切後開札,,,,,,,県庁管財課,,,,,https://koubai.auctions.yahoo.co.jp/k_wakayama,,,
年一回、特定健診・がん検診で 健康チェック！,特定健診は、40歳以上の方を対象に生活習慣病やメタボリックシンドローム予防のため、がん検診は、がんの早期発見・早期治療のため実施しています。検診の実施時期や受診できる医療機関、自己負担の有無などは、加入している医療保険者や市町村によって異なります。詳しくは、お問い合わせください。,,,,,,,,,特定健診　加入している医療保険者（市町村特定健診担当課、協会けんぽ和歌山支部など）、県庁国民健康保険課がん検診　市町村がん検診担当課、県庁健康推進課,,,,,,,,
「ダメ。ゼッタイ。」普及運動 6月20日～7月19日,覚醒剤、大麻、危険ドラッグなどの薬物乱用をなくそう！！6月26日の「国際麻薬乱用撲滅デー」に併せて、街頭キャンペーンなどを行います。,,,,,,,,,県庁薬務課,,,,,,,,
わかやま若者応援宣言企業合同説明会,若者応援宣言企業との合同説明会,,,6月22日（木）13:00?16:00,和歌山ビッグ愛（和歌山市）,来年3月卒業予定者・一般求職者,,,,県庁労働政策課,,,,,http://www.pref.wakayama.lg.jp/prefg/060600/,,,
福祉・介護のしごとフェア （就職面談会）,,,,7月2日（日）13:00?15:30,ガーデンホテルハナヨ（田辺市）,,,,,紀南福祉人材バンク電話0739-26-4918,,,,,http://www.tanabeshi-syakyo.jp/chiiki_jinzai.html,,,
６月は「不法就労・不法滞在 防止のための活動強化月間」,不法滞在する外国人の中には他の犯罪を行う者もいることから、警察では、不法滞在者の摘発や不法滞在者を雇用する悪質な事業主などの取締りを強化しています。不法就労・不法滞在と思ったら、どんな情報でも構いませんので、最寄りの警察署まで連絡してください。,,,,,,,,,県警察本部公安課電話073-423-0110,,,,,,,,
労働保険年度更新の手続き,労働保険とは労災保険と雇用保険の総称で、年度当初に概算で申告・納付し、翌年度当初に確定申告のうえ精算することになっています。事業主の方は、手続きを6月1日から7月10日に行ってください。,,,,,,,,,和歌山労働局 電話073-488-1102,,,,,,,,
教科書展示会,,,,6月16日（金）から閉館日を除く14日間,県教育センター学びの丘（田辺市）など県内36カ所,,,,,県教育庁義務教育課,,,,,http://www.pref.wakayama.lg.jp/prefg/501100/501100.html,,,
県文化・名匠表彰候補者の推薦,文化や伝統的な技術文化の向上発展に顕著な功績のある人を推薦してください。,,,,,,,,,,郵送、持参で所定の推薦書（申込先、ＷＥＢサイトで配布）を6月30日までに県庁文化学術課,,,,http://www.pref.wakayama.lg.jp/prefg/022100/index.html,,,
メールマガジン 「商工通信」に登録を！,補助金や各種セミナー、商談会など企業の方にお役に立つ情報を月2回程度配信しています。登録方法は和歌山県HPより「商工通信」で検索。「商工通信登録フォーム」に必要事項を記載の上、登録してください。,,,,,,,,,県庁商工観光労働総務課,,,,,http://www.pref.wakayama.lg.jp/prefg/060100/seisaku/syokotushin.html,,,
住宅耐震化への補助について,県では市町村と協力し、住宅の耐震診断から耐震設計、耐震工事にかかる費用の一部を補助しています。今年度は市町村により補助金の増額など、各種制度が拡充されていますので、詳しくはお問い合わせください。,,,,,,,,,市町村、県庁建築住宅課,,,,,http://www.pref.wakayama.lg.jp/prefg/080800/taishin/top.html,,,
不動産合同公売の実施,,,,6月20日（火）受付13:00?13:10 ,西牟婁振興局（田辺市）,,,,田辺市＝紀南県税事務所　電話0739-26-7908　那智勝浦町＝那智勝浦町税務課　電話0735-52-1095,,,,,,https://www.town.nachikatsuura.wakayama.jp/forms/div/divinfolist.aspx?div_id=715,,,
おまわりさんの 「たそがれコンサート」,,,,6?8月 第2・4金曜 18:00～,県立近代美術館・博物館エントランス広場（和歌山市）,,,,,警察本部総務課広報室　電話073-423-0110トランペットのイラスト,,,,,,,,
外来生物 “クビアカツヤカミキリ”,本県では確認されていませんが、生息地の拡大により、大阪府や徳島県の公園、果樹園などで確認されています。幼虫はサクラやウメ、モモの木を内側から食い荒らし、枯死させるおそれがあるため、みつけた場合はお知らせください。,,,,,,,,,県庁自然環境室　電話073-441-2779,,,,,,,,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,親子七夕キャンプ ,うどん打ちやクラフトなど,7月1日（土）?2日（日）1泊2日七夕の笹のイラスト,,親子,40人（抽選）,"3,500円/人",6月17日まで,,,,,,http://www.kihokuseisyounen.com/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352,古里の味作り(2),金山寺味噌作り,8月6日（日）,,小学4年生以上または家族,10グループ40人（先着順）,"600円/人＋2,000円/グループ",7月23日まで,,,,,,http://shirasaki.pya.jp/,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182,家族deスノーケリング教室 ,,(1)7月23日（日）(2)8月6日（日）いずれも13:00?16:00,,小学5年生以上と保護者,各10人（先着順）,"1,500円?2,000円/人",7月5日まで,,,,,,http://omoshiro-yh.com/,,,
医薬品の登録販売者,,,,8月20日（日）10:00?15:00,桐蔭高等学校（和歌山市）,,,"13,000円（受験手数料）",,,郵送、持参で所定の申込書（6月5日から申込先で配布）を6月19~30日に県庁薬務課、県立保健所（支所）,,,,http://www.pref.wakayama.lg.jp/prefg/050400/siken/tourokushiken.html,,,
甲種・乙種火薬類取扱保安責任者　丙種火薬類製造保安責任者,,,,9月3日（日）13:00?,県LPガス会館（和歌山市）,,,"17,000円（受験料）",,,持参、郵送（簡易書留）で6月20~29日に全国火薬類保安協会和歌山県試験事務所〒640-8269和歌山市小松原通1-1-7サンケイビル5階電話073-432-7710,,,申込先、県庁危機管理・消防課、振興局総務県民課（海草を除く）、消防本部（和歌山市を除く）、太地町役場,,,,
県工業技術センター研究員,化学技術分野、電気・電子・メカトロニクス技術分野,,,,,,3人程度,,,,郵送、持参で所定の申込書を6月22日までに県工業技術センター〒649-6261和歌山市小倉60電話073-477-1271,申込先、県庁産業技術政策課、県人事委員会事務局、振興局総務県民課、WEBサイト,昭和53年4月2日～平成8年4月1日に生まれた方、または平成8年4月2日以降に生まれた方で大学（短大を除く）を卒業もしくは平成30年3月末日までに卒業見込みの方,,http://www.wakayama-kg.jp/,,,
,県育休等任期付職員,,,7月9日（日）,,,,,,郵送、インターネットで6月16日までに県人事委員会事務局※詳しくは要問合せ,,,,,http://www.pref.wakayama.lg.jp/prefg/210100/index.html,,,
消防設備士（第１回）,試験区分：甲種 特類・全類、乙種 全類,,,8月20日（日）9:00?,受験票で通知（和歌山市）,,,"甲種5,000円 乙種3,400円",,,申込先、県庁危機管理・消防課、振興局総務県民課、消防本部、市町村,,,申込先、県庁危機管理・消防課、振興局総務県民課、消防本部、市町村,https://www.shoubo-shiken.or.jp/,,,
介護支援専門員実務研修受講,,,,10月8日（日）10:00?,和歌山ビッグ愛・和歌山工業高校・プラザホープ（和歌山市）、南部高校（みなべ町）,,,,,,郵送（簡易書留）で所定の申込書を6月23日までに県社会福祉協議会〒640-8545和歌山市手平2-1-2和歌山ビッグ愛7階 電話073-425-6620,申込先、県庁長寿社会課、振興局健康福祉部、市町村,,,http://www.wakayamakenshakyo.or.jp/,,,
狩猟免許,,,,(1)7月15日（土）12:00?(2)8月20日（日）12:00?,(1)県民文化会館（和歌山市）、上富田町文化会館、東牟婁振興局（新宮市）(2)県民文化会館（和歌山市）、日高町中央公民館,,,,持参で所定の申込書（問合先、ＷＥＢサイトで配布）を(1)6月5?23日(2)7月10?28日に住所地を所管する振興局農業水産振興課、県猟友会各支部,振興局農業水産振興課、県庁農業環境・鳥獣害対策室,,,,,http://www.pref.wakayama.lg.jp/prefg/070300/071400/index.html,,,
